beta,peak_dev
0.1,0.002016824633739061
0.2,0.002016768016263436
0.30000000000000004,0.002016711399971859
0.4,0.002016654784863195
0.5,0.002016598170937822
0.6,0.0020165415581958673
0.7000000000000001,0.0020164849466368247
0.8,0.0020164283362610735
0.9,0.00201637172706874
1.0,0.0020163151190594453
